actual, predicted, error
6,5.81662557045,0.183374429555
6,6.28242658132,0.282426581325
6,6.26734164168,0.267341641682
6,6.26734164168,0.267341641682
6,6.28242658132,0.282426581325
7,6.27879624388,0.721203756116
6,6.49314676552,0.493146765517
7,6.34871589009,0.651284109908
7,6.72336610589,0.276633894114
5,5.95978242143,0.959782421426
6,6.49349531294,0.493495312944
4,5.82303780166,1.82303780166
6,5.59023440724,0.409765592765
6,5.82457688005,0.175423119947
6,5.59023440724,0.409765592765
6,6.03176604272,0.0317660427187
7,6.38350350329,0.616496496707
7,6.48129638478,0.518703615222
8,6.23280589038,1.76719410962
7,6.16232657368,0.83767342632
8,6.63752077714,1.36247922286
8,7.0050342711,0.994965728902
6,5.73357867303,0.266421326974
4,5.24432304885,1.24432304885
6,6.78971473061,0.789714730605
8,6.98338211089,1.01661788911
8,6.63752077714,1.36247922286
7,6.32821695516,0.671783044842
8,7.0050342711,0.994965728902
5,6.11949551514,1.11949551514
7,6.83414148761,0.165858512392
6,5.90003749884,0.099962501155
7,6.65122411344,0.34877588656
8,6.40322906799,1.59677093201
7,7.09897034056,0.0989703405637
5,5.2720508426,0.272050842603
6,5.90653678794,0.0934632120615
7,7.09455465418,0.0945546541816
6,6.14203799394,0.14203799394
5,5.51420535046,0.514205350457
7,5.98599585689,1.01400414311
6,6.5347615344,0.534761534401
8,6.77204417195,1.22795582805
7,6.55708570963,0.442914290368
6,6.5347615344,0.534761534401
7,6.90165376036,0.0983462396358
6,6.5347615344,0.534761534401
5,5.21306462007,0.213064620068
5,6.48050015688,1.48050015688
6,6.77529400967,0.775294009671
8,6.77204417195,1.22795582805
7,6.45441235308,0.545587646919
6,6.31557196237,0.315571962373
7,5.98599585689,1.01400414311
7,6.90165376036,0.0983462396358
5,5.51420535046,0.514205350457
6,6.5184646593,0.518464659297
7,6.55708570963,0.442914290368
6,6.5350041467,0.535004146697
6,6.59994097045,0.599940970448
5,5.21306462007,0.213064620068
5,5.40820505068,0.408205050679
5,5.6863275938,0.686327593801
6,5.37994274549,0.62005725451
6,5.37994274549,0.62005725451
6,5.37994274549,0.62005725451
6,5.37994274549,0.62005725451
6,6.55435718433,0.554357184333
6,6.4660065552,0.4660065552
5,5.20687229221,0.206872292211
5,5.67095906648,0.67095906648
5,6.35023810706,1.35023810706
6,5.37994274549,0.62005725451
5,5.73771049972,0.737710499716
5,5.31180639576,0.311806395759
4,5.45608752182,1.45608752182
6,5.19345241915,0.80654758085
5,5.95560089389,0.955600893889
6,5.47152198388,0.528478016118
5,5.6863275938,0.686327593801
5,5.59571849498,0.595718494977
7,6.49829173689,0.501708263112
5,5.46087282009,0.460872820089
5,5.45022263082,0.450222630818
7,6.29663126457,0.70336873543
6,6.44679208335,0.446792083348
6,6.54148141028,0.541481410278
7,6.46108271212,0.53891728788
7,6.29663126457,0.70336873543
7,7.23126013521,0.231260135207
5,5.58476129333,0.584761293331
6,5.93620401135,0.0637959886451
6,6.30311765268,0.303117652677
5,5.58476129333,0.584761293331
6,6.99585241823,0.99585241823
5,5.37864457088,0.37864457088
6,7.02319587839,1.02319587839
4,7.05187180957,3.05187180957
5,5.48629685616,0.486296856165
6,5.68511151399,0.314888486009
7,5.59623549876,1.40376450124
7,5.59623549876,1.40376450124
7,5.59623549876,1.40376450124
7,5.59623549876,1.40376450124
7,5.59623549876,1.40376450124
7,5.59623549876,1.40376450124
7,5.59623549876,1.40376450124
5,6.31535154151,1.31535154151
6,5.49521744911,0.504782550885
5,5.7229464291,0.722946429099
6,6.36669017038,0.366690170384
7,5.59623549876,1.40376450124
5,5.85614010421,0.856140104211
5,5.85829053119,0.858290531186
5,5.84369274513,0.843692745134
8,6.90790226505,1.09209773495
6,6.32741883175,0.327418831753
5,5.85614010421,0.856140104211
5,5.85829053119,0.858290531186
5,5.84369274513,0.843692745134
6,6.32741883175,0.327418831753
6,6.18848438812,0.188484388117
7,6.22704918744,0.772950812558
5,6.02020532827,1.02020532827
5,5.89050453456,0.890504534558
8,6.90790226505,1.09209773495
5,5.4875005001,0.487500500104
5,5.4875005001,0.487500500104
5,5.4875005001,0.487500500104
6,6.30603152882,0.306031528822
5,5.4875005001,0.487500500104
4,6.36542461939,2.36542461939
6,5.94750769957,0.0524923004338
6,6.30603152882,0.306031528822
5,6.69012428541,1.69012428541
5,5.61956200745,0.619562007447
6,6.55235087209,0.552350872095
5,6.60265767854,1.60265767854
6,6.55235087209,0.552350872095
7,6.63173138804,0.368268611965
7,7.01634680302,0.0163468030182
5,5.61956200745,0.619562007447
6,5.97769041216,0.0223095878432
6,6.05727826492,0.0572782649153
5,5.66773922718,0.667739227179
6,6.16061927474,0.160619274743
7,7.02173987161,0.0217398716129
5,5.30620748618,0.306207486181
5,5.5513142021,0.551314202102
5,5.66490060318,0.664900603177
6,5.67550249178,0.324497508221
5,5.66773922718,0.667739227179
5,5.64824652542,0.648246525422
6,6.23586511108,0.23586511108
6,5.96665773222,0.0333422677757
5,5.66503109512,0.66503109512
6,6.16061927474,0.160619274743
6,5.96150438374,0.0384956162582
5,5.21330990557,0.213309905568
5,6.0205492781,1.0205492781
5,6.12008107263,1.12008107263
5,5.83149856322,0.831498563217
6,6.12524777988,0.125247779882
5,6.0205492781,1.0205492781
6,6.07404459046,0.0740445904583
5,5.83149856322,0.831498563217
6,6.12524777988,0.125247779882
5,5.21330990557,0.213309905568
5,5.8122635309,0.812263530905
6,5.80968904091,0.190310959091
6,6.07404459046,0.0740445904583
3,6.27943342176,3.27943342176
5,6.06924557425,1.06924557425
5,6.0205492781,1.0205492781
5,6.12008107263,1.12008107263
5,5.84418189515,0.844181895154
7,6.60821199432,0.39178800568
5,5.56615545885,0.566155458848
6,6.14617296278,0.146172962783
6,6.39422333527,0.394223335269
6,6.39422333527,0.394223335269
5,5.83829261505,0.838292615054
6,6.20450075387,0.204500753866
6,6.69852732377,0.69852732377
5,5.65664207505,0.656642075046
7,6.26471872508,0.735281274917
6,6.58171373006,0.581713730064
6,6.39422333527,0.394223335269
5,6.25272423907,1.25272423907
6,6.14617296278,0.146172962783
7,6.74867902451,0.251320975492
7,6.6075942579,0.392405742102
5,5.26915635369,0.269156353688
5,5.26915635369,0.269156353688
6,6.1191970177,0.119197017705
5,5.31616878397,0.316168783969
5,5.05098504823,0.0509850482316
6,6.48006442788,0.480064427882
6,6.48006442788,0.480064427882
5,5.31616878397,0.316168783969
5,5.05098504823,0.0509850482316
6,6.02547275328,0.0254727532788
6,6.38764538645,0.387645386453
6,6.26497845257,0.264978452571
7,7.02756995845,0.0275699584498
6,6.02547275328,0.0254727532788
5,5.69785780409,0.697857804089
6,6.81580042305,0.815800423047
5,5.69785780409,0.697857804089
6,5.55773128109,0.442268718911
5,5.73909915742,0.739099157417
6,6.81580042305,0.815800423047
7,7.29321609213,0.29321609213
6,6.69195729186,0.691957291862
7,6.77521889048,0.224781109518
6,7.09343679634,1.09343679634
6,6.53592601236,0.53592601236
6,6.69195729186,0.691957291862
6,6.19054552719,0.190545527191
6,6.97903394497,0.979033944973
5,5.39720593273,0.397205932727
5,5.39720593273,0.397205932727
6,6.01106131521,0.0110613152103
6,6.05698973614,0.0569897361421
6,6.05698973614,0.0569897361421
7,6.69504531518,0.304954684822
6,7.08862914036,1.08862914036
6,6.22029479511,0.220294795113
5,5.39720593273,0.397205932727
6,5.96659020366,0.0334097963449
6,6.01106131521,0.0110613152103
6,6.06915031244,0.0691503124423
6,6.05698973614,0.0569897361421
4,5.24916398513,1.24916398513
5,5.23097558723,0.230975587234
5,5.67342007785,0.673420077851
7,5.77327020033,1.22672979967
5,6.41519389018,1.41519389018
5,6.17090736709,1.17090736709
5,5.50142616088,0.501426160881
4,5.20942539237,1.20942539237
6,5.62825319077,0.371746809229
6,5.62825319077,0.371746809229
5,5.97118166357,0.971181663574
6,6.52077548205,0.520775482049
6,5.62825319077,0.371746809229
6,6.62011959456,0.620119594559
6,6.52077548205,0.520775482049
6,6.62011959456,0.620119594559
6,5.62825319077,0.371746809229
6,6.19682960754,0.196829607542
6,6.03228916394,0.0322891639433
5,5.97118166357,0.971181663574
5,6.23201925308,1.23201925308
5,5.07759579669,0.0775957966863
6,6.34636629597,0.346366295971
6,6.57148769952,0.571487699521
6,6.01270068413,0.0127006841266
6,6.31927513571,0.31927513571
7,6.18155105991,0.818448940086
5,6.23201925308,1.23201925308
5,5.07759579669,0.0775957966863
4,5.59975762775,1.59975762775
6,6.25205243564,0.252052435643
6,6.33290201568,0.33290201568
7,7.27431568179,0.27431568179
7,6.80425854005,0.195741459946
7,6.80425854005,0.195741459946
7,6.69719388859,0.302806111411
7,6.12209300795,0.877906992053
7,6.12209300795,0.877906992053
6,6.93266433311,0.932664333111
6,5.38622718792,0.613772812078
7,6.80425854005,0.195741459946
6,6.04268974916,0.042689749165
7,6.12209300795,0.877906992053
7,7.26106862264,0.261068622644
6,6.93266433311,0.932664333111
5,5.58670596546,0.586705965464
7,7.05845960876,0.0584596087603
6,6.701466879,0.701466878996
6,6.12334393751,0.123343937508
5,5.95737799074,0.957377990741
7,6.69719388859,0.302806111411
5,5.31363051807,0.313630518074
5,5.31363051807,0.313630518074
5,5.50011127092,0.500111270922
6,5.99405958632,0.00594041367674
5,6.2465222442,1.2465222442
5,5.52820124383,0.528201243832
5,5.52820124383,0.528201243832
6,6.4152587235,0.415258723503
6,6.86758482519,0.867584825189
8,6.63344812873,1.36655187127
4,5.95913592591,1.95913592591
6,5.93821458876,0.061785411238
5,5.49321073827,0.49321073827
6,6.10340421876,0.103404218756
5,5.34844528496,0.348445284958
6,6.4782119621,0.478211962095
6,6.35330173748,0.353301737476
5,5.34230983447,0.342309834473
5,5.55858700824,0.558587008236
6,6.06424198024,0.0642419802361
6,5.79700099286,0.202999007137
6,6.34923736034,0.349237360337
6,6.35330173748,0.353301737476
6,6.65289713461,0.652897134613
7,6.78149191688,0.218508083123
5,5.67628107462,0.676281074622
5,5.34230983447,0.342309834473
5,5.55858700824,0.558587008236
5,5.56215967738,0.562159677377
6,6.28513181881,0.28513181881
7,6.13672958828,0.863270411715
5,5.56215967738,0.562159677377
6,6.28513181881,0.28513181881
5,5.80013286401,0.800132864006
5,6.31415842257,1.31415842257
6,5.79995168949,0.200048310509
6,5.79995168949,0.200048310509
6,5.70242163381,0.297578366194
5,5.19165499239,0.191654992393
7,6.49124763422,0.508752365779
7,6.33051366709,0.669486332915
5,5.29431321925,0.294313219251
4,6.00800516478,2.00800516478
6,5.79112031673,0.208879683273
4,5.53782536202,1.53782536202
6,5.53399925861,0.466000741395
6,6.02853280443,0.0285328044293
7,5.95035033997,1.04964966003
6,6.02853280443,0.0285328044293
6,5.45619220396,0.543807796041
4,5.53782536202,1.53782536202
6,5.53399925861,0.466000741395
7,6.84205997539,0.157940024611
7,6.95011392917,0.0498860708336
6,6.79919460324,0.799194603241
7,5.90953061346,1.09046938654
6,5.89719903917,0.102800960826
5,6.40585318507,1.40585318507
7,6.40102330756,0.59897669244
7,6.84205997539,0.157940024611
6,5.95049456923,0.0495054307714
7,6.95011392917,0.0498860708336
6,6.12922458209,0.129224582091
6,6.12922458209,0.129224582091
6,6.04120692178,0.0412069217802
6,6.39127805339,0.391278053395
6,6.12922458209,0.129224582091
6,6.04120692178,0.0412069217802
5,5.25027753557,0.250277535569
7,6.01905176071,0.980948239285
7,6.22645277841,0.77354722159
7,6.22645277841,0.77354722159
5,6.2042585265,1.2042585265
7,6.22645277841,0.77354722159
7,6.82528910534,0.174710894663
6,6.10485672505,0.104856725047
6,6.10485672505,0.104856725047
6,6.10485672505,0.104856725047
5,5.26343303239,0.263433032386
6,5.66010550747,0.33989449253
6,6.45985365141,0.459853651409
7,6.47757896765,0.522421032346
6,6.45985365141,0.459853651409
6,6.89910797711,0.899107977109
5,5.26343303239,0.263433032386
6,5.66010550747,0.33989449253
6,6.17289813194,0.172898131937
6,6.33631198841,0.336311988414
7,6.82528910534,0.174710894663
6,6.10485672505,0.104856725047
6,5.64752971209,0.352470287909
6,5.60624023924,0.393759760764
5,5.2576629319,0.257662931899
5,5.35110204538,0.351102045379
6,6.30232165349,0.302321653493
6,5.60182455285,0.398175447146
5,5.2576629319,0.257662931899
4,4.79372881305,0.793728813052
5,5.24477145581,0.24477145581
5,5.35110204538,0.351102045379
6,6.43237960178,0.432379601783
6,6.55578574818,0.555785748184
6,6.74318158866,0.743181588657
6,6.43237960178,0.432379601783
5,5.28415704756,0.28415704756
6,6.6646357632,0.664635763205
6,6.26166490898,0.26166490898
5,6.23235085662,1.23235085662
5,5.21878506937,0.218785069365
5,5.6746242732,0.674624273198
6,6.1655052425,0.165505242503
5,5.6746242732,0.674624273198
6,6.41202830511,0.412028305106
5,5.46950188203,0.469501882031
5,5.45331971068,0.45331971068
5,5.21878506937,0.218785069365
4,5.32413127598,1.32413127598
5,5.49688286191,0.496882861907
5,5.69016918755,0.690169187553
7,5.4927584972,1.5072415028
7,5.4927584972,1.5072415028
7,5.4927584972,1.5072415028
7,5.4927584972,1.5072415028
7,5.5633295408,1.4366704592
6,6.51108385661,0.511083856613
6,6.51108385661,0.511083856613
6,6.35492921105,0.354929211045
7,5.4927584972,1.5072415028
6,6.40503231422,0.405032314216
5,5.69016918755,0.690169187553
7,5.4927584972,1.5072415028
7,5.5633295408,1.4366704592
6,6.40503231422,0.405032314216
5,6.00292167607,1.00292167607
6,6.41943861557,0.41943861557
6,6.51108385661,0.511083856613
6,6.35492921105,0.354929211045
5,5.50999288939,0.509992889386
5,5.50999288939,0.509992889386
6,5.86482757953,0.135172420473
5,5.64905662061,0.649056620612
5,6.57540996036,1.57540996036
8,6.92543006386,1.07456993614
6,6.33819037228,0.338190372277
5,5.87305743811,0.873057438112
6,6.33819037228,0.338190372277
6,6.28835450371,0.288354503709
5,5.79021054814,0.790210548143
6,6.2533814813,0.253381481302
7,6.56221607357,0.437783926435
5,4.73660243405,0.263397565952
4,5.49825877052,1.49825877052
6,5.69703253578,0.302967464223
5,5.64571498064,0.645714980643
6,6.14168559877,0.141685598769
6,6.16861885906,0.16861885906
6,5.81530084016,0.184699159835
6,5.88354238004,0.116457619964
6,5.70042910793,0.299570892074
6,6.18762831899,0.187628318989
5,5.56143026487,0.56143026487
8,6.31629889332,1.68370110668
6,6.14230978447,0.142309784471
6,5.24292876678,0.757071233225
6,5.47536566631,0.524634333691
6,6.12820234683,0.128202346829
6,5.55608959534,0.443910404656
6,5.28967792704,0.710322072963
6,6.00183715365,0.00183715365213
6,4.91463374783,1.08536625217
6,5.0903215242,0.909678475796
7,6.91059208456,0.0894079154374
6,5.0903215242,0.909678475796
5,5.28839862036,0.288398620359
6,6.00183715365,0.00183715365213
5,6.14356758481,1.14356758481
6,4.91463374783,1.08536625217
6,6.13043014591,0.130430145907
5,5.71951120829,0.719511208294
5,5.71951120829,0.719511208294
7,6.38107679069,0.618923209312
7,6.2637784297,0.736221570302
7,6.0512810058,0.9487189942
5,5.87090928662,0.870909286622
6,6.76675844636,0.766758446356
6,6.59891607506,0.598916075056
6,6.69347110328,0.693471103281
5,5.82094338523,0.820943385229
6,6.42589175412,0.425891754116
6,6.39597502643,0.395975026428
6,6.47396758117,0.473967581172
6,6.22732095655,0.227320956547
6,6.40754755291,0.407547552912
6,5.53018214273,0.469817857269
6,5.53018214273,0.469817857269
8,6.13170700384,1.86829299616
7,6.15920114073,0.840798859266
5,5.45402555955,0.454025559553
6,5.97710968842,0.0228903115771
6,5.28918239889,0.710817601107
6,6.5422801505,0.542280150495
7,6.52643950479,0.473560495207
5,5.94129710217,0.941297102174
5,5.92755399478,0.927553994781
5,5.86277525807,0.86277525807
5,6.24680356081,1.24680356081
7,6.86778056796,0.132219432035
6,6.08338851395,0.0833885139459
5,5.38359559924,0.383595599239
5,5.38359559924,0.383595599239
6,6.29856356252,0.298563562518
6,6.77602474774,0.776024747739
5,6.51022259292,1.51022259292
6,6.39619106446,0.396191064458
5,5.38359559924,0.383595599239
6,6.62210029983,0.622100299826
7,6.35110445752,0.648895542477
6,6.1443817549,0.144381754902
6,6.1443817549,0.144381754902
6,6.25537287746,0.255372877456
6,6.33555270296,0.335552702961
6,6.1443817549,0.144381754902
6,6.19298994451,0.192989944512
7,6.23976400217,0.760235997827
7,6.35110445752,0.648895542477
6,5.86661131819,0.133388681811
7,7.18096730959,0.180967309589
5,5.00079986649,0.000799866488535
6,6.66140259583,0.661402595828
6,5.86661131819,0.133388681811
5,5.45325076989,0.453250769894
5,5.58886350404,0.588863504043
5,5.45325076989,0.453250769894
5,5.53653388106,0.536533881061
7,5.40855459337,1.59144540663
7,5.40855459337,1.59144540663
7,5.40855459337,1.59144540663
7,5.40855459337,1.59144540663
7,5.40855459337,1.59144540663
7,5.40855459337,1.59144540663
5,5.73936074882,0.739360748825
5,5.80392443001,0.803924430009
7,6.46748548747,0.532514512531
7,6.60520920718,0.394790792817
8,7.06327778063,0.936722219367
6,6.69691470784,0.696914707843
7,6.78885792509,0.211142074914
7,5.40855459337,1.59144540663
5,6.6594823346,1.6594823346
6,6.22279633227,0.22279633227
5,5.15544117079,0.155441170785
6,5.85200852572,0.147991474281
7,6.0294748469,0.970525153102
6,6.02338452937,0.0233845293682
6,6.13014258367,0.130142583672
7,6.46802567302,0.531974326985
5,6.13370221426,1.13370221426
6,5.56290907184,0.437090928159
6,6.17472688616,0.174726886157
6,5.58360402113,0.416395978875
7,6.52650785783,0.473492142169
7,6.80610834851,0.193891651488
5,6.13370221426,1.13370221426
5,5.82283491361,0.822834913607
6,6.73241755435,0.732417554349
6,6.23766858346,0.237668583461
5,5.56301800433,0.563018004326
6,6.40244893167,0.402448931667
5,6.02406090662,1.02406090662
6,5.86903147196,0.130968528036
6,6.3020538863,0.302053886296
6,5.86903147196,0.130968528036
8,6.53137988817,1.46862011183
6,6.75662429031,0.756624290309
5,5.69460065051,0.694600650515
5,5.3600638395,0.360063839505
6,6.3020538863,0.302053886296
6,6.44667638362,0.446676383616
6,5.8963529949,0.103647005097
6,6.85688949983,0.856889499828
5,5.55320450825,0.553204508247
6,5.96827281932,0.0317271806809
6,5.8963529949,0.103647005097
6,5.95678970713,0.043210292869
7,6.25604743432,0.74395256568
6,6.34839731141,0.34839731141
6,6.5226775105,0.522677510504
6,5.81316077842,0.186839221584
6,5.61187731272,0.388122687281
4,5.00185216632,1.00185216632
4,5.33150989194,1.33150989194
5,5.46222151915,0.46222151915
5,5.46222151915,0.46222151915
5,5.46222151915,0.46222151915
4,5.08347043692,1.08347043692
6,6.4375717276,0.437571727605
5,5.46222151915,0.46222151915
6,6.39710069845,0.39710069845
6,6.57028527812,0.570285278118
4,5.08347043692,1.08347043692
4,5.95347483625,1.95347483625
7,6.8947365449,0.105263455103
5,6.12768097994,1.12768097994
7,6.41019329156,0.589806708441
7,6.02564282452,0.974357175483
6,5.87789556268,0.122104437323
6,6.1327252787,0.132725278703
6,5.78809165421,0.211908345794
6,6.58309356125,0.583093561248
6,6.31311021082,0.313110210817
6,5.98581141051,0.0141885894943
6,5.89206750714,0.107932492863
5,5.68617185244,0.686171852444
5,5.68617185244,0.686171852444
5,5.96018607602,0.960186076022
5,5.68617185244,0.686171852444
7,6.90374548429,0.0962545157124
6,5.80920477341,0.190795226592
6,6.24717119178,0.247171191778
7,6.47146259658,0.528537403419
6,6.36945815142,0.369458151418
5,5.38864834991,0.388648349909
5,5.3925687836,0.392568783603
6,6.72345131132,0.723451311323
6,5.42983022715,0.570169772855
6,6.36051270703,0.360512707029
6,5.84785251095,0.152147489046
6,6.24424242898,0.244242428975
6,5.73743971566,0.262560284339
6,6.24424242898,0.244242428975
4,5.93915104845,1.93915104845
5,5.96422499124,0.964224991236
5,5.20563409048,0.205634090476
5,5.20563409048,0.205634090476
5,6.31313139503,1.31313139503
6,6.34987122481,0.349871224812
6,7.09598210179,1.09598210179
6,6.15511065615,0.155110656151
7,6.65475299026,0.345247009738
6,6.21056031466,0.21056031466
6,6.15579099277,0.155790992766
6,6.72882108152,0.728821081519
6,6.15511065615,0.155110656151
7,6.65475299026,0.345247009738
7,6.6888529766,0.311147023396
6,6.55835932941,0.558359329415
5,5.35792464536,0.357924645358
6,6.11597438626,0.115974386264
5,5.53898969281,0.538989692812
6,5.71222779449,0.287772205513
6,5.71222779449,0.287772205513
6,5.71222779449,0.287772205513
6,5.71222779449,0.287772205513
7,7.043240738,0.043240738004
5,5.73544578477,0.73544578477
4,5.79284008704,1.79284008704
6,6.36140129152,0.361401291522
6,5.71222779449,0.287772205513
5,6.20280618698,1.20280618698
5,6.20280618698,1.20280618698
6,6.21471120855,0.214711208553
6,6.21471120855,0.214711208553
6,6.21471120855,0.214711208553
6,6.21471120855,0.214711208553
5,5.4776180533,0.477618053298
6,6.00782177586,0.00782177586029
6,5.62546754472,0.374532455279
5,6.20280618698,1.20280618698
5,6.16093366268,1.16093366268
6,6.26300682753,0.263006827533
5,6.16093366268,1.16093366268
5,6.14787349747,1.14787349747
5,6.16093366268,1.16093366268
6,6.26300682753,0.263006827533
6,6.33331958099,0.333319580992
6,6.83984837831,0.839848378311
6,5.53666141839,0.463338581612
5,5.52566495128,0.52566495128
5,5.25173129288,0.251731292881
6,5.54712004309,0.45287995691
6,6.65022521216,0.650225212157
6,6.13519323545,0.135193235451
6,6.07217771627,0.0721777162687
6,6.3256301264,0.325630126399
7,6.28954061189,0.710459388115
6,6.47963813985,0.479638139853
6,6.68919229414,0.689192294145
6,5.9662445324,0.0337554675986
5,6.41852186198,1.41852186198
6,6.65022521216,0.650225212157
6,6.39837756398,0.39837756398
7,6.31363351165,0.686366488352
7,6.67068760483,0.329312395169
5,4.89968771657,0.100312283427
7,6.51641895953,0.483581040469
7,6.31363351165,0.686366488352
7,6.67068760483,0.329312395169
5,5.64295004193,0.642950041933
6,5.95987480013,0.0401251998652
7,6.13876971237,0.861230287627
6,6.00900952431,0.0090095243103
6,6.4933527022,0.493352702204
5,5.68324729268,0.683247292676
5,5.29787293711,0.297872937106
5,5.68324729268,0.683247292676
5,5.99769755573,0.997697555731
5,5.65810532898,0.658105328984
5,5.68324729268,0.683247292676
5,5.29787293711,0.297872937106
8,5.48717508351,2.51282491649
8,5.48717508351,2.51282491649
8,5.48717508351,2.51282491649
8,5.48717508351,2.51282491649
8,5.48717508351,2.51282491649
8,5.48717508351,2.51282491649
8,5.48717508351,2.51282491649
8,5.93440712718,2.06559287282
8,5.48717508351,2.51282491649
6,6.01070137481,0.0107013748122
6,6.44517988975,0.445179889753
6,5.95968132977,0.0403186702335
6,5.18966254079,0.810337459212
6,6.1813982942,0.181398294203
6,5.18966254079,0.810337459212
7,6.38403851926,0.61596148074
6,5.41480496536,0.585195034636
5,5.32518673511,0.32518673511
6,6.74936303592,0.749363035919
6,6.66660316207,0.666603162065
5,5.89964968046,0.899649680458
6,6.2362220672,0.236222067197
6,6.27341827317,0.273418273165
6,6.66660316207,0.666603162065
5,6.00792419952,1.00792419952
6,6.50460349822,0.50460349822
5,5.72297172892,0.722971728922
6,5.55669433179,0.443305668212
5,5.89964968046,0.899649680458
6,6.74704586444,0.747045864442
6,6.71108597428,0.71108597428
5,5.5252241072,0.525224107198
6,6.09538161835,0.0953816183496
5,5.61135447572,0.611354475721
6,6.67175453051,0.671754530511
5,5.5252241072,0.525224107198
